"first_name","last_name","hire_date"
"Wanqing","Lorie","01-11-1986"
"Karlis","Sgarro","09-18-1986"
"Alselm","Bolsens","08-01-1986"
"Danel","Lukaszewicz","07-01-1986"
"Yunming","Puoti","04-12-1986"
"Khalil","Silva","09-10-1986"
"Ranga","Kornyak","04-09-1986"
"Owen","Baezner","11-26-1986"
"Kokou","Streit","08-14-1986"
"Toshimori","Takanami","01-10-1986"
"Wayne","Stranks","09-09-1986"
"Huican","Taubenfeld","01-09-1986"
"Zissis","Danner","05-30-1986"
"Mohamadou","Miake","06-06-1986"
"Ekawit","Talmon","12-27-1986"
"Lunjin","Underwood","12-21-1986"
"Peer","Tempesti","05-18-1986"
"Tomokazu","Czaja","05-18-1986"
"Gretta","Krohm","04-24-1986"
"Woody","Teitelbaum","05-27-1986"
"Nirmal","Legleitner","01-20-1986"
"Khoa","Luders","03-08-1986"
"Kamakshi","Matzat","10-14-1986"
"Mani","Talmor","01-12-1986"
"Tsz","Butner","02-07-1986"
"Manibrata","Glinert","12-18-1986"
"Masaki","Flasterstein","09-13-1986"
"Gita","Fordan","08-10-1986"
"Breannda","Bratten","04-25-1986"
"Murthy","Angiulli","08-02-1986"
"Yinlin","Loncour","03-19-1986"
"Chuanti","Leuchs","06-19-1986"
"Dekang","Docker","07-23-1986"
"Kristina","Gulla","09-29-1986"
"Gudjon","Ratzlaff","09-25-1986"
"Surveyors","Lamparter","05-11-1986"
"Izaskun","Barreiro","05-17-1986"
"Felicidad","Ferriere","03-13-1986"
"Reuven","Mahmud","02-21-1986"
"Mohan","Osgood","11-12-1986"
"Tokuyasu","Chleq","02-26-1986"
"Mohua","Bratten","08-26-1986"
"Changho","Gulak","10-31-1986"
"Divier","Rebaine","03-27-1986"
"Navin","Chenoweth","04-24-1986"
"Lillian","Litzler","03-11-1986"
"Alain","Rathonyi","06-24-1986"
"Mircea","Farrag","07-02-1986"
"Youngkon","Sinicrope","09-23-1986"
"Marc","Melichar","09-16-1986"
"Franziska","Schwartzbauer","08-24-1986"
"Odinaldo","Hutter","05-22-1986"
"JoAnna","Wilfing","08-01-1986"
"Maya","Barriga","10-01-1986"
"Marke","Peltason","04-12-1986"
"Jaideep","Caine","09-11-1986"
"Akeno","Lorch","11-18-1986"
"Suzette","Tagansky","09-15-1986"
"Hatim","Streit","08-06-1986"
"Adil","Candan","02-19-1986"
"Jeane","Aseltine","03-17-1986"
"Odysseas","Hofman","02-01-1986"
"Ferdinand","Ciolek","06-09-1986"
"Mayuko","McConalogue","02-03-1986"
"Junsik","Oehlmann","07-16-1986"
"Satyanarayana","Siochi","06-08-1986"
"Geoff","Munos","02-07-1986"
"Ger","Skafidas","04-21-1986"
"Edwin","Reeker","06-28-1986"
"Abdelwaheb","Kusakari","03-03-1986"
"Shir","Cummings","06-01-1986"
"Randy","Sudkamp","06-10-1986"
"Siamak","Munck","08-26-1986"
"Satoru","Sigstam","05-20-1986"
"Yongqiao","Roison","02-17-1986"
"Nirmal","Genther","07-31-1986"
"Francesca","Poehlman","09-01-1986"
"Shigeu","Serra","06-29-1986"
"Marke","Meriste","03-02-1986"
"Mohua","Puppo","06-24-1986"
"Hyuncheol","Munke","04-04-1986"
"Prasadram","Brobst","09-21-1986"
"Gopalakrishnan","Munos","01-16-1986"
"Sachin","Nittel","12-09-1986"
"Angus","Argence","09-19-1986"
"Terresa","Benzmuller","06-23-1986"
"Akemi","Frijda","08-17-1986"
"Xiaoheng","Porotnikoff","10-06-1986"
"Christfried","Middleton","10-26-1986"
"Radhakrishnan","Oxenboll","12-19-1986"
"Guiseppe","Pargaonkar","01-23-1986"
"Hugh","Impagliazzo","09-03-1986"
"Gritta","Ranst","04-29-1986"
"Shimshon","Alencar","06-23-1986"
"Gay","Bellmore","01-14-1986"
"Sajjan","Haraldson","01-28-1986"
"Gro","Varley","10-11-1986"
"Geoff","Yavatkar","12-12-1986"
"Quingbo","Kusakabe","02-04-1986"
"Subbu","Wursthorn","10-23-1986"
"Poorav","Aloisi","06-14-1986"
"Guangming","Delgrossi","12-02-1986"
"Ferdinand","Grabner","03-15-1986"
"Chaosheng","Gilg","10-17-1986"
"Saniya","Panangaden","10-04-1986"
"Jeane","Lodder","09-16-1986"
"Anestis","Majewski","11-23-1986"
"Mikhail","Hmelo","07-30-1986"
"Steve","Usery","05-05-1986"
"Kazuhiko","Baaleh","08-18-1986"
"Kwangsub","Aloia","04-03-1986"
"Sampalli","Cherinka","03-26-1986"
"Shim","Stentiford","07-17-1986"
"Carrsten","Borstler","02-11-1986"
"Hinrich","Ossenbruggen","10-28-1986"
"Jongsuk","Masada","09-12-1986"
"Vasilis","Kisuki","01-01-1986"
"Keiichiro","Usery","05-20-1986"
"Morrie","Auyong","02-06-1986"
"Ottavia","Ritcey","01-16-1986"
"Miquel","Marrakchi","01-02-1986"
"Phillip","Hiyoshi","05-21-1986"
"Sushant","Hooghiemstra","05-27-1986"
"Jianhua","Narahari","11-08-1986"
"Munehiko","Falster","03-12-1986"
"Chenyi","Felcyn","05-05-1986"
"Phule","Pollacia","05-10-1986"
"Rosine","Percebois","11-15-1986"
"Gao","Esposito","06-25-1986"
"Etsuo","Armand","06-02-1986"
"Sachin","Pappas","12-12-1986"
"Olivera","Zwicker","08-01-1986"
"Vasilis","Menhardt","07-31-1986"
"Dzung","Schwartzbauer","09-23-1986"
"Venkatesan","Azadmanesh","10-17-1986"
"Hidde","Gill","10-21-1986"
"Inderjeet","Harbusch","02-21-1986"
"Richara","Zeidenstein","06-12-1986"
"Mingdong","Rouquie","07-16-1986"
"Gila","Serna","11-26-1986"
"Shahar","Navazio","01-22-1986"
"Elgin","Foote","03-04-1986"
"Jacopo","Whitcomb","03-27-1986"
"Leucio","Ratnaker","07-31-1986"
"Kinh","Ranze","06-26-1986"
"Guiseppe","Vadhan","02-10-1986"
"Christ","Malabarba","03-28-1986"
"Jessie","Hebert","04-24-1986"
"Yuichiro","Kavvadias","05-07-1986"
"Jayesh","Redmiles","12-12-1986"
"Isamu","Ambroszkiewicz","11-05-1986"
"Szabolcs","Kranzdorf","07-31-1986"
"Yakkov","Senzako","10-14-1986"
"Guadalupe","Angelov","07-11-1986"
"Slavian","Pillow","11-05-1986"
"Vatsa","Baik","11-21-1986"
"Eran","Pettit","02-28-1986"
"Toney","Motley","04-17-1986"
"Alain","Oppitz","08-31-1986"
"Adil","Suri","11-02-1986"
"Alexius","Ponthieu","07-26-1986"
"Hironobu","Schnabel","07-19-1986"
"Mountaz","Rodiger","06-13-1986"
"Kiam","Reeker","02-10-1986"
"Divine","Speel","07-25-1986"
"Randy","Perry","10-06-1986"
"Ymte","Zielinski","03-27-1986"
"Radhakrishnan","Panangaden","10-04-1986"
"Licheng","Munoz","07-11-1986"
"Akemi","Pileggi","08-01-1986"
"Chinho","Slobodova","11-27-1986"
"Ramachenga","Foong","04-20-1986"
"Kiyomitsu","Servi","09-24-1986"
"Brewster","Schmiedel","01-04-1986"
"Branimir","Gulak","08-13-1986"
"Mahmut","Trogemann","01-30-1986"
"Maria","Granlund","01-02-1986"
"Barun","Schaaf","07-26-1986"
"Shahaf","Stanger","02-22-1986"
"Feiyu","Boissier","06-05-1986"
"Gadiel","Badache","05-08-1986"
"Marit","Fujisaki","02-18-1986"
"Bodo","Litzler","07-30-1986"
"Ziyad","Chepyzhov","01-03-1986"
"Ewing","Worfolk","08-27-1986"
"Naftali","Kalorkoti","08-31-1986"
"Almudena","Genin","09-26-1986"
"Yaghout","Kropp","11-28-1986"
"Oguz","Etalle","01-21-1986"
"Geoffry","Sinicrope","12-03-1986"
"Owen","Kalsbeek","06-19-1986"
"Barton","Figueira","10-09-1986"
"Mark","Conde","01-11-1986"
"Tadanori","Herber","05-06-1986"
"Rayond","Zirintsis","04-19-1986"
"Eishiro","Gihr","02-24-1986"
"Shih","Vecchio","08-14-1986"
"Oldrich","Perin","01-18-1986"
"Tomokazu","Polupanov","03-19-1986"
"Juichirou","Flanders","11-16-1986"
"Shen","Simkin","11-29-1986"
"Martina","Georgakopoulos","02-03-1986"
"Zhilian","Monarch","10-10-1986"
"Tuval","Maliniak","11-30-1986"
"Gio","Duclos","05-21-1986"
"Sudhanshu","Sundgren","08-03-1986"
"Maja","Atchley","04-25-1986"
"Christoper","Highland","02-22-1986"
"Pragnesh","Fujisaki","08-28-1986"
"Hairong","Acton","05-15-1986"
"Arvind","Stiles","05-29-1986"
"Fan","Baer","04-28-1986"
"Arvind","Birch","11-28-1986"
"Hausi","Perko","09-27-1986"
"Mara","Stanger","06-24-1986"
"Cedric","Kolvik","08-05-1986"
"Larisa","Grospietsch","02-17-1986"
"Kazuhide","Paludetto","09-04-1986"
"Weijing","Guenter","03-26-1986"
"Domenick","Salinas","01-22-1986"
"Suzette","Iisaku","10-24-1986"
"Zsolt","Yetim","02-17-1986"
"Mang","Lamparter","07-08-1986"
"Bouchung","Barreiro","12-08-1986"
"Shichao","Kowalchuk","09-12-1986"
"Zhaofang","Langford","09-28-1986"
"Margareta","Schnelling","01-06-1986"
"Florian","Talmon","11-04-1986"
"Sukumar","Vigier","07-12-1986"
"Djelloul","Chelton","06-05-1986"
"Muneo","Verspoor","08-01-1986"
"Pramod","Marzano","11-26-1986"
"Billur","Levasseur","10-01-1986"
"Macha","Brender","08-03-1986"
"Mark","Boyle","05-12-1986"
"Phillip","Jeong","12-09-1986"
"Xiong","Kieras","07-28-1986"
"Brendon","Himler","12-28-1986"
"Marsha","Bahr","08-13-1986"
"Adin","Michaeli","07-15-1986"
"Hisao","Kakkar","10-28-1986"
"Radhika","Homond","12-18-1986"
"Ronnie","Chappelet","03-27-1986"
"Byong","Feinberg","10-18-1986"
"Leszek","Binding","12-29-1986"
"Kerryn","Uhrik","08-03-1986"
"Emdad","Luon","07-05-1986"
"Surveyors","Chelton","09-20-1986"
"Fumiko","Simmen","01-30-1986"
"Fumitake","Stasinski","09-21-1986"
"Eirik","Coullard","03-18-1986"
"Xiping","Jakobus","03-22-1986"
"Sadok","Gecsel","10-24-1986"
"Narain","Shrader","05-27-1986"
"Pascal","Plesums","10-11-1986"
"Shooichi","Mundy","12-20-1986"
"Bilhanan","Socorro","10-22-1986"
"Mooi","Quittner","08-24-1986"
"Sushant","Rindone","08-27-1986"
"Larisa","Hegner","01-30-1986"
"Seshu","Rassart","03-09-1986"
"Parto","Snedden","07-14-1986"
"Masadi","Czaja","09-20-1986"
"Susumu","Baezner","09-07-1986"
"Sukumar","Michaels","07-09-1986"
"Fayez","Kirkerud","09-24-1986"
"Francesca","Serov","07-13-1986"
"Kenroku","Adachi","06-18-1986"
"Makato","Codenie","11-21-1986"
"Filipe","Erol","12-24-1986"
"Bodh","Berendt","12-20-1986"
"Flemming","Papastamatiou","01-01-1987"
"Xiaobin","Bael","11-06-1986"
"Ipke","Sridhar","07-27-1986"
"Paddy","Fargier","01-06-1986"
"Annemarie","Larfeldt","11-16-1986"
"Kaijung","Bahk","07-26-1986"
"Mayuri","Kornyak","07-31-1986"
"Nimmagadda","Kushner","02-10-1986"
"Masaki","Marrakchi","03-17-1986"
"Mats","Strandh","03-17-1986"
"Tzvetan","Hatcliff","07-31-1986"
"Perry","Lubachevsky","03-24-1986"
"Phillip","Dulli","12-20-1986"
"Almudena","Weedman","02-05-1986"
"Alejandro","Serot","05-24-1986"
"Jinpo","Walstra","03-19-1986"
"Gad","Joslin","11-10-1986"
"Quingbo","Beznosov","11-26-1986"
"Zhonghui","Conta","02-01-1986"
"Amstein","Denny","10-04-1986"
"Ziya","Bratsberg","10-01-1986"
"Samphel","Homond","07-22-1986"
"Yefim","Braunmuhl","10-14-1986"
"Kwee","Ginneken","12-11-1986"
"Tonia","Merli","11-04-1986"
"Yonghoan","Zaumen","12-18-1986"
"Luise","Haldar","09-04-1986"
"Xinglin","Waterhouse","05-01-1986"
"Zejun","Lichtman","06-25-1986"
"Gay","Cools","05-02-1986"
"Lenore","Thebaut","07-14-1986"
"Conor","Speek","11-08-1986"
"Akemi","Litzkow","06-07-1986"
"Dharmaraja","Stassinopoulos","12-06-1986"
"Tsvetan","Emiris","06-21-1986"
"Yannis","Matteis","09-04-1986"
"Fumitaka","Wursthorn","11-17-1986"
"Berna","Journel","09-26-1986"
"Berna","Azulay","07-16-1986"
"Gretta","Kaltofen","07-25-1986"
"Kien","Gist","12-24-1986"
"Fumitaka","Picaronny","05-15-1986"
"Sivanarayana","Luca","11-09-1986"
"Caolyn","Radwan","08-22-1986"
"Moty","Schaft","10-12-1986"
"Dinkar","Tagansky","07-23-1986"
"Satyanarayana","McAlpine","08-12-1986"
"Yinghua","Kavanagh","02-03-1986"
"Jiafu","Ambroszkiewicz","11-05-1986"
"Shuky","Ulupinar","04-28-1986"
"Chinya","Chleq","08-18-1986"
"Vojin","Boguraev","05-25-1986"
"Aluzio","Pero","05-25-1986"
"Zhensheng","Calkin","08-15-1986"
"Wayne","Rousseau","07-23-1986"
"Falguni","Doering","02-02-1986"
"Arvin","Baez","06-14-1986"
"Masoud","Feldmann","11-09-1986"
"Sajjad","Eugenio","09-07-1986"
"Roselyn","Rosen","02-12-1986"
"Dung","Kulisch","06-01-1986"
"Jackson","Baik","01-01-1987"
"Erez","Munck","10-23-1986"
"Shay","Czap","05-09-1986"
"Zissis","Kamble","02-02-1986"
"Leen","Tetzlaff","01-12-1986"
"Stepehn","Baek","06-20-1986"
"Manibrata","Naumovich","04-14-1986"
"Bernice","Bahk","12-31-1986"
"Fumiko","Harllee","03-25-1986"
"Przemyslawa","Frolund","04-19-1986"
"Chinho","Gluchowski","02-03-1986"
"Taegyun","Gini","08-09-1986"
"Renee","Rabejac","01-17-1986"
"Cheong","Tempesti","04-01-1986"
"Weijing","Nastansky","08-17-1986"
"Arne","DuCasse","01-31-1986"
"Basil","Kisuki","04-26-1986"
"Tamiya","Asmuth","01-10-1986"
"Otmar","Gajiwala","12-18-1986"
"Sanjeeva","Lundstrom","11-19-1986"
"Angus","Ranum","05-05-1986"
"Sanjai","Ferriere","06-11-1986"
"Gou","Nannarelli","05-11-1986"
"Bokyung","Isard","08-09-1986"
"Tesuro","Stentiford","09-10-1986"
"Akeel","Millington","12-29-1986"
"Greger","Massonet","01-22-1986"
"Chenyi","Trelles","09-14-1986"
"Chenxi","Tempesti","10-24-1986"
"Shigeo","Lowrie","08-02-1986"
"Mohd","Skafidas","07-21-1986"
"Leni","Willoner","10-28-1986"
"Remko","Remmele","05-28-1986"
"Josyula","Cronan","10-18-1986"
"Kyoichi","Makrucki","05-08-1986"
"Arlette","Aloia","11-26-1986"
"Tonia","Makinen","12-28-1986"
"Chaosheng","Besancenot","10-12-1986"
"Jaber","Stassinopoulos","09-29-1986"
"Josyula","Riexinger","08-03-1986"
"Marke","Varley","12-24-1986"
"Aria","Thambidurai","09-01-1986"
"Fay","Kobuchi","11-28-1986"
"Kiyotoshi","Mattern","05-01-1986"
"Subhash","Merkl","09-10-1986"
"Jasminko","Hockney","06-04-1986"
"Uri","Gonthier","04-04-1986"
"Saddek","Fiutem","12-05-1986"
"Premal","Baca","10-27-1986"
"Tsutomu","Kalafatis","09-18-1986"
"Subhrajyoti","Basart","03-01-1986"
"Supot","Munch","11-11-1986"
"Khoa","Beutelspacher","10-26-1986"
"Masamitsu","Plotkin","02-07-1986"
"Frederique","Prenel","02-16-1986"
"Jordanka","Jeong","03-14-1986"
"Peternela","Terkki","12-16-1986"
"Minghong","Mansanne","07-24-1986"
"Anyuan","Karner","10-05-1986"
"Yuqun","Begiun","09-05-1986"
"Fen","Thorelli","01-08-1986"
"Tooru","Ibel","07-10-1986"
"Fumiko","Kruskal","12-30-1986"
"Alper","Erni","10-17-1986"
"Yoshinari","Lovengreen","07-11-1986"
"Ebru","Lupu","04-20-1986"
"Debatosh","Sgarro","05-06-1986"
"Rosalyn","Thiran","02-11-1986"
"Frederique","Gaughan","12-18-1986"
"Abdulla","Waeselynck","05-15-1986"
"Piyawadee","Pargas","09-22-1986"
"Laurentiu","Mitchem","04-26-1986"
"Kerhong","Bhattacharjee","03-24-1986"
"Pramod","Raczkowsky","02-11-1986"
"Mingsen","Luon","04-08-1986"
"Premsyl","Lenart","06-30-1986"
"Pranav","Levasseur","12-16-1986"
"Keung","Ferriere","07-26-1986"
"Katsuo","Ossenbruggen","05-12-1986"
"Yinlin","Schlumberger","02-28-1986"
"Pranay","Barriga","10-27-1986"
"Rance","Budinsky","07-29-1986"
"Jouko","Barvinok","02-19-1986"
"Hauke","Cannane","12-22-1986"
"Adly","Engberts","03-10-1986"
"Itzchak","Magliocco","03-03-1986"
"Kristen","Stanger","04-23-1986"
"Claude","Rothe","04-23-1986"
"Junichi","Matzke","12-29-1986"
"Huican","Passafiume","10-03-1986"
"Oscal","Hainaut","02-10-1986"
"Monique","Teitelbaum","09-13-1986"
"Sigeru","Segond","07-20-1986"
"Valeri","Herber","11-16-1986"
"Shuji","Nicolson","01-27-1986"
"Valdiodio","Crooks","12-02-1986"
"Yonghoan","Mondadori","11-25-1986"
"Susanta","Mitina","05-13-1986"
"Mabry","Maksimenko","03-11-1986"
"Srinidhi","Siochi","04-24-1986"
"Shir","Sambasivam","01-01-1986"
"Bernardo","Sluis","01-18-1986"
"Fai","Terlouw","03-04-1986"
"King","Foong","04-30-1986"
"Gift","Wossner","12-13-1986"
"Reuven","Denna","09-24-1986"
"Frederique","Sherertz","06-18-1986"
"Zhenhua","Bratten","10-31-1986"
"Tsz","Sabnani","06-16-1986"
"Sakthirel","Sidhu","05-06-1986"
"Mamdouh","Katzenelson","04-09-1986"
"Sanjoy","Plotkin","10-11-1986"
"Nimmagadda","Litvinov","06-17-1986"
"Odysseas","Sichman","01-13-1986"
"Jianwen","Ecklund","10-04-1986"
"Sandeepan","DasSarma","03-27-1986"
"Uri","Larfeldt","08-04-1986"
"Visit","Hedayat","12-12-1986"
"Satyanarayana","Farrar","11-12-1986"
"Tomofumi","Erdmenger","05-15-1986"
"Chikako","Famili","01-01-1987"
"Yakichi","Marzano","01-29-1986"
"Moti","Simkin","07-02-1986"
"Aemilian","Gimarc","11-08-1986"
"Szabolcs","Szilard","06-20-1986"
"Hilary","Meriste","07-23-1986"
"Shimshon","Crabtree","04-24-1986"
"Kwun","Bauknecht","09-16-1986"
"Jolita","Khamsi","06-29-1986"
"Mingsen","Bierbaum","12-24-1986"
"Atreyi","Koshiba","04-07-1986"
"Vincent","Onuegbe","08-16-1986"
"Chaosheng","Rodiger","07-22-1986"
"Marie","Kalorkoti","10-10-1986"
"Lech","Naudin","10-17-1986"
"Sahrah","Dratva","12-17-1986"
"LiMin","DiGiano","08-06-1986"
"Sariel","Engelmann","11-03-1986"
"Huei","Wossner","03-04-1986"
"Saeko","Denna","12-26-1986"
"Zine","Swick","03-20-1986"
"Susumu","Veevers","07-04-1986"
"Khoa","Schneeberger","09-10-1986"
"Frederique","Pintelas","12-01-1986"
"Chiradeep","Pulkowski","08-18-1986"
"Jaihie","Benner","11-12-1986"
"Garnet","Hettesheimer","10-16-1986"
"Gita","Pocchiola","06-08-1986"
"Bluma","Smeets","11-12-1986"
"Tsutomu","Zielinski","04-23-1986"
"Marl","Domenig","12-31-1986"
"Kwun","Varker","02-28-1986"
"Marit","Murtafg","03-24-1986"
"Qunsheng","Bauknecht","08-14-1986"
"Garnet","Guerreiro","10-20-1986"
"Yonghoan","Ginneken","07-13-1986"
"Fan","Brodal","12-16-1986"
"Zhaofang","Matzat","07-23-1986"
"Hidde","Schaaf","10-16-1986"
"Mary","Wossner","05-18-1986"
"Limsoon","Yemenis","04-23-1986"
"Uli","Madeira","10-18-1986"
"Yuguang","Quadeer","08-20-1986"
"Make","Schapire","03-24-1986"
"Serap","Kowalchuk","07-08-1986"
"Neven","Boreale","10-16-1986"
"Taizo","Azumi","11-16-1986"
"Jeane","Muhling","03-06-1986"
"Masali","Constantine","01-03-1986"
"Khun","Rijsenbrij","11-09-1986"
"Jayson","Pietrzykowski","06-07-1986"
"Tse","Maginnis","03-02-1986"
"Jingling","Ishibashi","06-23-1986"
"Phuoc","Reinhard","11-23-1986"
"Shir","Heping","12-29-1986"
"Murthy","Emiris","02-25-1986"
"Larisa","Naudin","07-22-1986"
"Giao","Herath","12-13-1986"
"Shalesh","Birke","05-04-1986"
"Guoxiang","Randt","06-19-1986"
"Sadegh","Mahnke","12-23-1986"
"Leif","Madeira","05-10-1986"
"Miomir","Ventosa","11-13-1986"
"Yuuichi","Hebden","05-28-1986"
"Geoff","Reistad","01-12-1986"
"Lech","Etalle","12-25-1986"
"Ennio","Roccetti","08-02-1986"
"Monique","Mayerwieser","12-25-1986"
"Zhigen","England","01-04-1986"
"Aleksandar","Armand","08-09-1986"
"Weijing","Viele","07-27-1986"
"Cheong","Kambil","03-12-1986"
"Wonhee","Collavizza","11-28-1986"
"Hironoby","Schaad","11-07-1986"
"Subhash","Kuhnemann","08-05-1986"
"Pranav","Vecchio","01-04-1986"
"Adam","Schwaller","10-20-1986"
"Arumugam","Kumaresan","08-18-1986"
"Kankanahalli","Hartvigsen","11-23-1986"
"Chaitali","Wissmann","04-20-1986"
"Dulce","Chaudhury","01-17-1986"
"Paddy","Angelov","09-10-1986"
"Josyula","Lukaszewicz","12-04-1986"
"Parke","Wossner","10-31-1986"
"Maren","Botman","08-28-1986"
"Mats","Conry","07-03-1986"
"Kamakshi","Schwartzburd","10-01-1986"
"Xiaopeng","Cmelik","02-03-1986"
"Eran","Improta","12-29-1986"
"Sachin","Passafiume","10-03-1986"
"Wayne","Ramalingam","05-29-1986"
"Munehiko","Masaki","01-01-1986"
"Mayuri","Stroustrup","12-07-1986"
"Oscal","Chenney","10-08-1986"
"Elzbieta","Murillo","08-25-1986"
"Marjo","Mungall","03-17-1986"
"Wojceich","Ramsay","12-15-1986"
"Shahar","Plump","12-30-1986"
"Mani","Francisci","11-16-1986"
"Khatoun","Puoti","12-29-1986"
"Sariel","Schnabel","09-04-1986"
"Bojan","Siepmann","12-12-1986"
"Byong","Copas","12-16-1986"
"Minghong","Bisiani","05-19-1986"
"Toshiki","Gulak","03-01-1986"
"Nakhoon","Apsitis","10-23-1986"
"Toshimitsu","Wilfing","10-28-1986"
"Izaskun","Nergos","11-01-1986"
"Shigehito","Badr","03-06-1986"
"Rance","Butner","04-04-1986"
"Alexius","Schoegge","05-21-1986"
"Mariangiola","Etalle","12-31-1986"
"Tran","Rassart","12-23-1986"
"Boguslaw","Xiaoshan","01-28-1986"
"Jouko","Koprowski","12-22-1986"
"Premal","Renear","02-04-1986"
"Ymte","Sommer","02-18-1986"
"Xiaobin","Kilgour","12-29-1986"
"Shao","Shackel","02-27-1986"
"Reinhard","Klyachko","02-09-1986"
"Sarita","Schahn","10-16-1986"
"Greger","Erez","07-08-1986"
"Tetsushi","Demri","01-13-1986"
"Utz","Tramer","05-05-1986"
"Ronnie","Sichman","03-08-1986"
"Mabo","Gecseg","06-29-1986"
"Elliott","Rosti","03-29-1986"
"Koichi","Speckmann","03-02-1986"
"Katsuo","Birnbaum","07-26-1986"
"Fuqing","Rosay","06-01-1986"
"Along","Antonisse","10-13-1986"
"Ramzi","Turnbull","01-02-1986"
"Oscar","Birjandi","04-07-1986"
"Kensyu","Coorg","11-18-1986"
"Hauke","Nooteboom","04-30-1986"
"Snehasis","Peek","09-04-1986"
"Elzbieta","Hiyoshi","12-08-1986"
"Yurii","Vuskovic","07-14-1986"
"Sanjay","Mitsuhashi","12-11-1986"
"Suvo","Kusakari","08-02-1986"
"Marie","Rahier","02-12-1986"
"Yunming","Marwedel","05-28-1986"
"Bilhanan","Serov","03-22-1986"
"Kristin","Mitina","12-04-1986"
"Remmert","Demir","12-19-1986"
"Kish","Cronau","08-19-1986"
"Hideyuki","Erdi","12-23-1986"
"Chinya","Rajaraman","02-17-1986"
"Toshimori","Erdmenger","11-07-1986"
"Margo","Acton","07-25-1986"
"Visit","Erva","04-27-1986"
"Valery","Klerer","05-19-1986"
"Feipei","Peternell","09-19-1986"
"Marko","Beeson","12-16-1986"
"Pohua","Backhouse","10-18-1986"
"Kellyn","Soloway","08-22-1986"
"Supot","Rabehasaina","02-18-1986"
"Paloma","Hegner","02-26-1986"
"Barry","Reinhard","08-24-1986"
"Satyanarayana","Lambe","06-26-1986"
"Jacopo","Chiola","09-09-1986"
"Mooi","Masada","01-24-1986"
"Valeri","Merle","10-31-1986"
"Hausi","Hiraishi","03-18-1986"
"Roded","Anandan","09-09-1986"
"Jiafu","Hofting","05-12-1986"
"Ayonca","Budinsky","11-22-1986"
"Toney","Delgrossi","03-02-1986"
"Maya","Herath","12-28-1986"
"Tru","Kroft","11-21-1986"
"Martien","Klyachko","06-19-1986"
"Mitsuyuki","Eastman","07-10-1986"
"Adit","Gopalakrishnan","10-13-1986"
"Zsolt","Fontan","06-01-1986"
"Dinkar","Hiltgen","05-20-1986"
"Pragnesh","Cochrane","01-28-1986"
"Hinrich","Gihr","04-17-1986"
"Woody","Seghrouchni","02-10-1986"
"Baoqiu","Danner","05-05-1986"
"Akeno","Matzel","03-26-1986"
"Huei","Delgrange","07-14-1986"
"Nidapan","Rodham","01-01-1987"
"Kannan","Scallan","08-05-1986"
"Mari","Boreale","05-09-1986"
"Danil","Peternell","06-26-1986"
"Richard","Lamba","10-15-1986"
"Guoxiang","Christ","05-20-1986"
"Dzung","Warwick","08-28-1986"
"Manu","Smeets","07-09-1986"
"Mohd","Gerteisen","04-15-1986"
"Juyoung","Murtafg","02-25-1986"
"Bilhanan","Munawer","04-30-1986"
"Maha","Panangaden","03-03-1986"
"Munehiro","Kading","07-03-1986"
"Tesuro","Jansen","06-14-1986"
"Maia","Rullman","12-29-1986"
"Bedir","Syrotiuk","03-26-1986"
"Alselm","Gelosh","06-25-1986"
"Mark","Jording","06-29-1986"
"Fei","Haddadi","08-24-1986"
"Vincent","Lorin","09-11-1986"
"Herbert","Khalid","09-14-1986"
"Woody","Munoz","10-18-1986"
"Werner","Bisiani","11-07-1986"
"Tooru","Gimbel","07-25-1986"
"Valery","Halevi","08-28-1986"
"Eran","Muniz","04-11-1986"
"Kwangyoen","Vuskovic","06-28-1986"
"Yuuichi","Nilsson","03-07-1986"
"Ebbe","Schaaf","12-05-1986"
"Yahiko","Halloran","09-22-1986"
"Abdulah","Jarecki","03-02-1986"
"Nevin","Passafiume","07-19-1986"
"Srinidhi","Makinen","12-10-1986"
"Hairong","Mandelberg","05-13-1986"
"Tsvetan","Mansanne","08-19-1986"
"Khoa","Cairo","06-07-1986"
"Kazuhito","Hennings","06-08-1986"
"Chinhyun","Vandervoorde","08-08-1986"
"Paraskevi","Rousseau","08-09-1986"
"Alair","Herath","03-13-1986"
"Chenye","Zizka","02-22-1986"
"Nahla","Parfitt","05-22-1986"
"Remmert","Erie","02-16-1986"
"Mohammad","Remmers","02-21-1986"
"Yechezkel","Litzkow","07-19-1986"
"Udi","Stafford","11-27-1986"
"Somnath","Feldhoffer","07-19-1986"
"Koichi","Vernadat","08-25-1986"
"Mokhtar","Granlund","06-01-1986"
"Shuichi","Jakobus","08-21-1986"
"Xuedong","Lamparter","09-10-1986"
"Nikolaos","Bamford","02-25-1986"
"Barun","Iacovou","02-04-1986"
"Sangeeta","Lieblein","04-19-1986"
"Miomir","Denis","12-03-1986"
"Lijia","Fujisaki","11-27-1986"
"Monique","Cronan","03-29-1986"
"Joydip","Veldwijk","04-16-1986"
"Mohit","Pell","09-19-1986"
"Luigi","DuBourdieux","06-02-1986"
"Yifei","Tibblin","11-29-1986"
"Shahar","Bratten","05-29-1986"
"Jessie","Byoun","09-16-1986"
"Yuqun","Alvarado","11-12-1986"
"Teiji","Unni","04-24-1986"
"Gian","Linnainmaa","01-25-1986"
"Baruch","Panangaden","12-08-1986"
"Shaw","Wendorf","02-25-1986"
"Renee","Boyle","03-20-1986"
